"Cell_type"	"Gene"	"source"
"3086"	"CD8+ Tem"	"APOL3"	"Charoentong_2017"
"3087"	"CD8+ Tem"	"ARHGAP10"	"Charoentong_2017"
"3088"	"CD8+ Tem"	"ATP10D"	"Charoentong_2017"
"3089"	"CD8+ Tem"	"C3AR1"	"Charoentong_2017"
"3090"	"CD8+ Tem"	"CCR5"	"Charoentong_2017"
"3091"	"CD8+ Tem"	"CD160"	"Charoentong_2017"
"3092"	"CD8+ Tem"	"CD55"	"Charoentong_2017"
"3093"	"CD8+ Tem"	"CFLAR"	"Charoentong_2017"
"3094"	"CD8+ Tem"	"CMKLR1"	"Charoentong_2017"
"3095"	"CD8+ Tem"	"DAPP1"	"Charoentong_2017"
"3096"	"CD8+ Tem"	"FCRL6"	"Charoentong_2017"
"3097"	"CD8+ Tem"	"FLT3LG"	"Charoentong_2017"
"3098"	"CD8+ Tem"	"GZMM"	"Charoentong_2017"
"3099"	"CD8+ Tem"	"HAPLN3"	"Charoentong_2017"
"3100"	"CD8+ Tem"	"HLA-DMB"	"Charoentong_2017"
"3101"	"CD8+ Tem"	"HLA-DPA1"	"Charoentong_2017"
"3102"	"CD8+ Tem"	"HLA-DPB1"	"Charoentong_2017"
"3103"	"CD8+ Tem"	"IFI16"	"Charoentong_2017"
"3104"	"CD8+ Tem"	"LIME1"	"Charoentong_2017"
"3105"	"CD8+ Tem"	"LTK"	"Charoentong_2017"
"3106"	"CD8+ Tem"	"NFKBIA"	"Charoentong_2017"
"3107"	"CD8+ Tem"	"SETD7"	"Charoentong_2017"
"3108"	"CD8+ Tem"	"SIK1"	"Charoentong_2017"
"3109"	"CD8+ Tem"	"TRIB2"	"Charoentong_2017"
"3110"	"Eosinophils"	"GIPR"	"Charoentong_2017"
"3111"	"Eosinophils"	"KRT18P50"	"Charoentong_2017"
"3112"	"Eosinophils"	"LRMP"	"Charoentong_2017"
"3113"	"Eosinophils"	"FOSB"	"Charoentong_2017"
"3114"	"Eosinophils"	"RRP12"	"Charoentong_2017"
"3115"	"Eosinophils"	"GPR183"	"Charoentong_2017"
"3116"	"Eosinophils"	"NR4A3"	"Charoentong_2017"
"3117"	"Eosinophils"	"ST3GAL6"	"Charoentong_2017"
"3118"	"Eosinophils"	"DEPDC5"	"Charoentong_2017"
"3119"	"Eosinophils"	"PDE6C"	"Charoentong_2017"
"3120"	"Eosinophils"	"PKD2L2"	"Charoentong_2017"
"3121"	"Eosinophils"	"GPR65"	"Charoentong_2017"
"3122"	"Eosinophils"	"IL5RA"	"Charoentong_2017"
"3123"	"Eosinophils"	"P2RY14"	"Charoentong_2017"
"3124"	"Eosinophils"	"DACH1"	"Charoentong_2017"
"3125"	"Eosinophils"	"DAPK2"	"Charoentong_2017"
"3126"	"Eosinophils"	"EMR3"	"Charoentong_2017"
"3127"	"Macrophages"	"AIF1"	"Charoentong_2017"
"3128"	"Macrophages"	"CCL1"	"Charoentong_2017"
"3129"	"Macrophages"	"CCL14"	"Charoentong_2017"
"3130"	"Macrophages"	"CCL23"	"Charoentong_2017"
"3131"	"Macrophages"	"CCL26"	"Charoentong_2017"
"3132"	"Macrophages"	"CD300LB"	"Charoentong_2017"
"3133"	"Macrophages"	"CNR1"	"Charoentong_2017"
"3134"	"Macrophages"	"CNR2"	"Charoentong_2017"
"3135"	"Macrophages"	"EIF1"	"Charoentong_2017"
"3136"	"Macrophages"	"EIF4A1"	"Charoentong_2017"
"3137"	"Macrophages"	"FPR1"	"Charoentong_2017"
"3138"	"Macrophages"	"FPR2"	"Charoentong_2017"
"3139"	"Macrophages"	"FRAT2"	"Charoentong_2017"
"3140"	"Macrophages"	"GPR27"	"Charoentong_2017"
"3141"	"Macrophages"	"GPR77"	"Charoentong_2017"
"3142"	"Macrophages"	"RNASE2"	"Charoentong_2017"
"3143"	"Macrophages"	"MS4A2"	"Charoentong_2017"
"3144"	"Macrophages"	"BASP1"	"Charoentong_2017"
"3145"	"Macrophages"	"IGSF6"	"Charoentong_2017"
"3146"	"Macrophages"	"HK3"	"Charoentong_2017"
"3147"	"Macrophages"	"VNN1"	"Charoentong_2017"
"3148"	"Macrophages"	"FES"	"Charoentong_2017"
"3149"	"Macrophages"	"NPL"	"Charoentong_2017"
"3150"	"Macrophages"	"FZD2"	"Charoentong_2017"
"3151"	"Macrophages"	"FAM198B"	"Charoentong_2017"
"3152"	"Macrophages"	"HNMT"	"Charoentong_2017"
"3153"	"Macrophages"	"SLC15A3"	"Charoentong_2017"
"3154"	"Macrophages"	"CD4"	"Charoentong_2017"
"3155"	"Macrophages"	"TXNDC3"	"Charoentong_2017"
"3156"	"Macrophages"	"FRMD4A"	"Charoentong_2017"
"3157"	"Macrophages"	"CRYBB1"	"Charoentong_2017"
"3158"	"Macrophages"	"HRH1"	"Charoentong_2017"
"3159"	"Macrophages"	"WNT5B"	"Charoentong_2017"
"3160"	"Mast cells"	"ADAMTS3"	"Charoentong_2017"
"3161"	"Mast cells"	"CPA3"	"Charoentong_2017"
"3162"	"Mast cells"	"CMA1"	"Charoentong_2017"
"3163"	"Mast cells"	"CTSG"	"Charoentong_2017"
"3164"	"Mast cells"	"ARHGAP15"	"Charoentong_2017"
"3165"	"Mast cells"	"CPM"	"Charoentong_2017"
"3166"	"Mast cells"	"FCN1"	"Charoentong_2017"
"3167"	"Mast cells"	"FTL"	"Charoentong_2017"
"3168"	"Mast cells"	"HSPA6"	"Charoentong_2017"
"3169"	"Mast cells"	"ITGA9"	"Charoentong_2017"
"3170"	"Mast cells"	"RNASE3"	"Charoentong_2017"
"3171"	"Mast cells"	"S100A4"	"Charoentong_2017"
"3172"	"Mast cells"	"SIGLEC8"	"Charoentong_2017"
"3173"	"Mast cells"	"SLC6A4"	"Charoentong_2017"
"3174"	"Mast cells"	"PTGS2"	"Charoentong_2017"
"3175"	"Mast cells"	"EGR3"	"Charoentong_2017"
"3176"	"Mast cells"	"PILRA"	"Charoentong_2017"
"3177"	"Memory B-cells"	"AICDA"	"Charoentong_2017"
"3178"	"Memory B-cells"	"CCNA2"	"Charoentong_2017"
"3179"	"Memory B-cells"	"CDKN3"	"Charoentong_2017"
"3180"	"Memory B-cells"	"CLCN5"	"Charoentong_2017"
"3181"	"Memory B-cells"	"ENPP1"	"Charoentong_2017"
"3182"	"Memory B-cells"	"FCER1A"	"Charoentong_2017"
"3183"	"Memory B-cells"	"FCRL4"	"Charoentong_2017"
"3184"	"Memory B-cells"	"MYC"	"Charoentong_2017"
"3185"	"Memory B-cells"	"RUNX2"	"Charoentong_2017"
"3186"	"Memory B-cells"	"SORL1"	"Charoentong_2017"
"3187"	"Memory B-cells"	"SOX5"	"Charoentong_2017"
"3188"	"Memory B-cells"	"STAT5A"	"Charoentong_2017"
"3189"	"Memory B-cells"	"STAT5B"	"Charoentong_2017"
"3190"	"Memory B-cells"	"TLR9"	"Charoentong_2017"
"3191"	"Monocytes"	"ASGR2"	"Charoentong_2017"
"3192"	"Monocytes"	"CFP"	"Charoentong_2017"
"3193"	"Monocytes"	"ASGR1"	"Charoentong_2017"
"3194"	"Monocytes"	"CD1D"	"Charoentong_2017"
"3195"	"Monocytes"	"UPK3A"	"Charoentong_2017"
"3196"	"Monocytes"	"ACTG1"	"Charoentong_2017"
"3197"	"Monocytes"	"ANXA5"	"Charoentong_2017"
"3198"	"Monocytes"	"ATP6V1B2"	"Charoentong_2017"
"3199"	"Monocytes"	"CFL1"	"Charoentong_2017"
"3200"	"Monocytes"	"DAZAP2"	"Charoentong_2017"
"3201"	"Monocytes"	"CTBS"	"Charoentong_2017"
"3202"	"Monocytes"	"EMR4P"	"Charoentong_2017"
"3203"	"Monocytes"	"HIVEP2"	"Charoentong_2017"
"3204"	"Monocytes"	"MARCKSL1"	"Charoentong_2017"
"3205"	"Monocytes"	"MBP"	"Charoentong_2017"
"3206"	"Monocytes"	"MMP15"	"Charoentong_2017"
"3207"	"Monocytes"	"PNPLA6"	"Charoentong_2017"
"3208"	"Monocytes"	"TMBIM6"	"Charoentong_2017"
"3209"	"Monocytes"	"PQBP1"	"Charoentong_2017"
"3210"	"Monocytes"	"TEX264"	"Charoentong_2017"
"3211"	"Monocytes"	"IKZF1"	"Charoentong_2017"
"3212"	"NK cells"	"AKT3"	"Charoentong_2017"
"3213"	"NK cells"	"AXL"	"Charoentong_2017"
"3214"	"NK cells"	"BST2"	"Charoentong_2017"
"3215"	"NK cells"	"CDH2"	"Charoentong_2017"
"3216"	"NK cells"	"CRTAM"	"Charoentong_2017"
"3217"	"NK cells"	"CSF2RA"	"Charoentong_2017"
"3218"	"NK cells"	"CTSZ"	"Charoentong_2017"
"3219"	"NK cells"	"CXCL1"	"Charoentong_2017"
"3220"	"NK cells"	"CYTH1"	"Charoentong_2017"
"3221"	"NK cells"	"DAXX"	"Charoentong_2017"
"3222"	"NK cells"	"DGKH"	"Charoentong_2017"
"3223"	"NK cells"	"DLL4"	"Charoentong_2017"
"3224"	"NK cells"	"DPYD"	"Charoentong_2017"
"3225"	"NK cells"	"ERBB3"	"Charoentong_2017"
"3226"	"NK cells"	"F11R"	"Charoentong_2017"
"3227"	"NK cells"	"FAM27A"	"Charoentong_2017"
"3228"	"NK cells"	"FAM49A"	"Charoentong_2017"
"3229"	"NK cells"	"FASLG"	"Charoentong_2017"
"3230"	"NK cells"	"FCGR1A"	"Charoentong_2017"
"3231"	"NK cells"	"FN1"	"Charoentong_2017"
"3232"	"NK cells"	"FSTL1"	"Charoentong_2017"
"3233"	"NK cells"	"FUCA1"	"Charoentong_2017"
"3234"	"NK cells"	"GBP3"	"Charoentong_2017"
"3235"	"NK cells"	"GLS2"	"Charoentong_2017"
"3236"	"NK cells"	"GRB2"	"Charoentong_2017"
"3237"	"NK cells"	"LST1"	"Charoentong_2017"
"3238"	"NK cells"	"BCL2"	"Charoentong_2017"
"3239"	"NK cells"	"CDC5L"	"Charoentong_2017"
"3240"	"NK cells"	"FGF18"	"Charoentong_2017"
"3241"	"NK cells"	"FUT5"	"Charoentong_2017"
"3242"	"NK cells"	"FZR1"	"Charoentong_2017"
"3243"	"NK cells"	"GAGE2"	"Charoentong_2017"
"3244"	"NK cells"	"IGFBP5"	"Charoentong_2017"
"3245"	"NK cells"	"KANK2"	"Charoentong_2017"
"3246"	"NK cells"	"LDB3"	"Charoentong_2017"
"3247"	"NKT"	"BTN2A2"	"Charoentong_2017"
"3248"	"NKT"	"CD101"	"Charoentong_2017"
"3249"	"NKT"	"CD109"	"Charoentong_2017"
"3250"	"NKT"	"CNPY3"	"Charoentong_2017"
"3251"	"NKT"	"CNPY4"	"Charoentong_2017"
"3252"	"NKT"	"CREB1"	"Charoentong_2017"
"3253"	"NKT"	"CRTC2"	"Charoentong_2017"
"3254"	"NKT"	"CRTC3"	"Charoentong_2017"
"3255"	"NKT"	"CSF2"	"Charoentong_2017"
"3256"	"NKT"	"KLRC1"	"Charoentong_2017"
"3257"	"NKT"	"FUT4"	"Charoentong_2017"
"3258"	"NKT"	"ICAM2"	"Charoentong_2017"
"3259"	"NKT"	"IL32"	"Charoentong_2017"
"3260"	"NKT"	"LAMP2"	"Charoentong_2017"
"3261"	"NKT"	"LILRB5"	"Charoentong_2017"
"3262"	"NKT"	"KLRG1"	"Charoentong_2017"
"3263"	"NKT"	"HSPA4"	"Charoentong_2017"
"3264"	"NKT"	"HSPB6"	"Charoentong_2017"
"3265"	"NKT"	"ISM2"	"Charoentong_2017"
"3266"	"NKT"	"ITIH2"	"Charoentong_2017"
"3267"	"NKT"	"KDM4C"	"Charoentong_2017"
"3268"	"NKT"	"KIR2DS4"	"Charoentong_2017"
"3269"	"NKT"	"KIRREL3"	"Charoentong_2017"
"3270"	"NKT"	"SDCBP"	"Charoentong_2017"
"3271"	"NKT"	"NFATC2IP"	"Charoentong_2017"
"3272"	"NKT"	"MICB"	"Charoentong_2017"
"3273"	"NKT"	"KIR2DL1"	"Charoentong_2017"
"3274"	"NKT"	"KIR2DL3"	"Charoentong_2017"
"3275"	"NKT"	"KIR3DL1"	"Charoentong_2017"
"3276"	"NKT"	"KIR3DL2"	"Charoentong_2017"
"3277"	"NKT"	"NCR1"	"Charoentong_2017"
"3278"	"NKT"	"FOSL1"	"Charoentong_2017"
"3279"	"NKT"	"TSLP"	"Charoentong_2017"
"3280"	"NKT"	"SLC7A7"	"Charoentong_2017"
"3281"	"NKT"	"SPP1"	"Charoentong_2017"
"3282"	"NKT"	"TREM2"	"Charoentong_2017"
"3283"	"NKT"	"UBASH3A"	"Charoentong_2017"
"3284"	"NKT"	"YBX2"	"Charoentong_2017"
"3285"	"NKT"	"CCDC88A"	"Charoentong_2017"
"3286"	"NKT"	"CLEC1A"	"Charoentong_2017"
"3287"	"NKT"	"THBD"	"Charoentong_2017"
"3288"	"NKT"	"PDPN"	"Charoentong_2017"
"3289"	"NKT"	"VCAM1"	"Charoentong_2017"
"3290"	"NKT"	"EMR1"	"Charoentong_2017"
"3291"	"Neutrophils"	"CREB5"	"Charoentong_2017"
"3292"	"Neutrophils"	"CDA"	"Charoentong_2017"
"3293"	"Neutrophils"	"CHST15"	"Charoentong_2017"
"3294"	"Neutrophils"	"S100A12"	"Charoentong_2017"
"3295"	"Neutrophils"	"APOBEC3A"	"Charoentong_2017"
"3296"	"Neutrophils"	"CASP5"	"Charoentong_2017"
"3297"	"Neutrophils"	"MMP25"	"Charoentong_2017"
"3298"	"Neutrophils"	"HAL"	"Charoentong_2017"
"3299"	"Neutrophils"	"C1orf183"	"Charoentong_2017"
"3300"	"Neutrophils"	"FFAR2"	"Charoentong_2017"
"3301"	"Neutrophils"	"MAK"	"Charoentong_2017"
"3302"	"Neutrophils"	"CXCR1"	"Charoentong_2017"
"3303"	"Neutrophils"	"STEAP4"	"Charoentong_2017"
"3304"	"Neutrophils"	"MGAM"	"Charoentong_2017"
"3305"	"Neutrophils"	"BTNL8"	"Charoentong_2017"
"3306"	"Neutrophils"	"CXCR2"	"Charoentong_2017"
"3307"	"Neutrophils"	"TNFRSF10C"	"Charoentong_2017"
"3308"	"Neutrophils"	"VNN3"	"Charoentong_2017"
"3309"	"Tgd cells"	"ACP5"	"Charoentong_2017"
"3310"	"Tgd cells"	"AQP9"	"Charoentong_2017"
"3311"	"Tgd cells"	"BTN3A2"	"Charoentong_2017"
"3312"	"Tgd cells"	"C1orf54"	"Charoentong_2017"
"3313"	"Tgd cells"	"CARD8"	"Charoentong_2017"
"3314"	"Tgd cells"	"CCL18"	"Charoentong_2017"
"3315"	"Tgd cells"	"CD209"	"Charoentong_2017"
"3316"	"Tgd cells"	"CD33"	"Charoentong_2017"
"3317"	"Tgd cells"	"CD36"	"Charoentong_2017"
"3318"	"Tgd cells"	"CDK5"	"Charoentong_2017"
"3319"	"Tgd cells"	"IL10RB"	"Charoentong_2017"
"3320"	"Tgd cells"	"KLRF1"	"Charoentong_2017"
"3321"	"Tgd cells"	"LGALS1"	"Charoentong_2017"
"3322"	"Tgd cells"	"MAPK7"	"Charoentong_2017"
"3323"	"Tgd cells"	"KLHL7"	"Charoentong_2017"
"3324"	"Tgd cells"	"KRT80"	"Charoentong_2017"
"3325"	"Tgd cells"	"LAMC1"	"Charoentong_2017"
"3326"	"Tgd cells"	"LCORL"	"Charoentong_2017"
"3327"	"Tgd cells"	"LMNB1"	"Charoentong_2017"
"3328"	"Tgd cells"	"MEIS3P1"	"Charoentong_2017"
"3329"	"Tgd cells"	"MPL"	"Charoentong_2017"
"3330"	"Tgd cells"	"FABP1"	"Charoentong_2017"
"3331"	"Tgd cells"	"FABP5"	"Charoentong_2017"
"3332"	"Tgd cells"	"FADD"	"Charoentong_2017"
"3333"	"Tgd cells"	"MFAP3L"	"Charoentong_2017"
"3334"	"Tgd cells"	"MINPP1"	"Charoentong_2017"
"3335"	"Tgd cells"	"RPS24"	"Charoentong_2017"
"3336"	"Tgd cells"	"RPS7"	"Charoentong_2017"
"3337"	"Tgd cells"	"RPS9"	"Charoentong_2017"
"3338"	"Tgd cells"	"ABP1"	"Charoentong_2017"
"3339"	"Tgd cells"	"CCL13"	"Charoentong_2017"
"3340"	"Th1 cells"	"CD70"	"Charoentong_2017"
"3341"	"Th1 cells"	"TBX21"	"Charoentong_2017"
"3342"	"Th1 cells"	"ADAM8"	"Charoentong_2017"
"3343"	"Th1 cells"	"AHCYL2"	"Charoentong_2017"
"3344"	"Th1 cells"	"ALCAM"	"Charoentong_2017"
"3345"	"Th1 cells"	"B3GALNT1"	"Charoentong_2017"
"3346"	"Th1 cells"	"BBS12"	"Charoentong_2017"
"3347"	"Th1 cells"	"BST1"	"Charoentong_2017"
"3348"	"Th1 cells"	"CD151"	"Charoentong_2017"
"3349"	"Th1 cells"	"CD47"	"Charoentong_2017"
"3350"	"Th1 cells"	"CD48"	"Charoentong_2017"
"3351"	"Th1 cells"	"CD52"	"Charoentong_2017"
"3352"	"Th1 cells"	"CD53"	"Charoentong_2017"
"3353"	"Th1 cells"	"CD59"	"Charoentong_2017"
"3354"	"Th1 cells"	"CD6"	"Charoentong_2017"
"3355"	"Th1 cells"	"CD68"	"Charoentong_2017"
"3356"	"Th1 cells"	"CD7"	"Charoentong_2017"
"3357"	"Th1 cells"	"CD96"	"Charoentong_2017"
"3358"	"Th1 cells"	"CFHR3"	"Charoentong_2017"
"3359"	"Th1 cells"	"CHRM3"	"Charoentong_2017"
"3360"	"Th1 cells"	"CLEC7A"	"Charoentong_2017"
"3361"	"Th1 cells"	"COL23A1"	"Charoentong_2017"
"3362"	"Th1 cells"	"COL4A4"	"Charoentong_2017"
"3363"	"Th1 cells"	"COL5A3"	"Charoentong_2017"
"3364"	"Th1 cells"	"DAB1"	"Charoentong_2017"
"3365"	"Th1 cells"	"DLEU7"	"Charoentong_2017"
"3366"	"Th1 cells"	"DOC2B"	"Charoentong_2017"
"3367"	"Th1 cells"	"EMP1"	"Charoentong_2017"
"3368"	"Th1 cells"	"F12"	"Charoentong_2017"
"3369"	"Th1 cells"	"FURIN"	"Charoentong_2017"
"3370"	"Th1 cells"	"GAB3"	"Charoentong_2017"
"3371"	"Th1 cells"	"GATM"	"Charoentong_2017"
"3372"	"Th1 cells"	"GFPT2"	"Charoentong_2017"
"3373"	"Th1 cells"	"GPR25"	"Charoentong_2017"
"3374"	"Th1 cells"	"GREM2"	"Charoentong_2017"
"3375"	"Th1 cells"	"HAVCR1"	"Charoentong_2017"
"3376"	"Th1 cells"	"HSD11B1"	"Charoentong_2017"
"3377"	"Th1 cells"	"HUNK"	"Charoentong_2017"
"3378"	"Th1 cells"	"IGF2"	"Charoentong_2017"
"3379"	"Th1 cells"	"RCSD1"	"Charoentong_2017"
"3380"	"Th1 cells"	"RYR1"	"Charoentong_2017"
"3381"	"Th1 cells"	"SAV1"	"Charoentong_2017"
"3382"	"Th1 cells"	"SELE"	"Charoentong_2017"
"3383"	"Th1 cells"	"SELP"	"Charoentong_2017"
"3384"	"Th1 cells"	"SH3KBP1"	"Charoentong_2017"
"3385"	"Th1 cells"	"SIT1"	"Charoentong_2017"
"3386"	"Th1 cells"	"SLC35B3"	"Charoentong_2017"
"3387"	"Th1 cells"	"SIGLEC10"	"Charoentong_2017"
"3388"	"Th1 cells"	"SKAP1"	"Charoentong_2017"
"3389"	"Th1 cells"	"THUMPD2"	"Charoentong_2017"
"3390"	"Th1 cells"	"TIGIT"	"Charoentong_2017"
"3391"	"Th1 cells"	"ZEB2"	"Charoentong_2017"
"3392"	"Th1 cells"	"ENC1"	"Charoentong_2017"
"3393"	"Th1 cells"	"FAM134B"	"Charoentong_2017"
"3394"	"Th1 cells"	"FBXO30"	"Charoentong_2017"
"3395"	"Th1 cells"	"FCGR2C"	"Charoentong_2017"
"3396"	"Th1 cells"	"STAC"	"Charoentong_2017"
"3397"	"Th1 cells"	"LTC4S"	"Charoentong_2017"
"3398"	"Th1 cells"	"MAN1B1"	"Charoentong_2017"
"3399"	"Th1 cells"	"MDH1"	"Charoentong_2017"
"3400"	"Th1 cells"	"MMD"	"Charoentong_2017"
"3401"	"Th1 cells"	"RGS16"	"Charoentong_2017"
"3402"	"Th1 cells"	"IL12A"	"Charoentong_2017"
"3403"	"Th1 cells"	"P2RX5"	"Charoentong_2017"
"3404"	"Th1 cells"	"CD97"	"Charoentong_2017"
"3405"	"Th1 cells"	"ITGB4"	"Charoentong_2017"
"3406"	"Th1 cells"	"ICAM3"	"Charoentong_2017"
"3407"	"Th1 cells"	"METRNL"	"Charoentong_2017"
"3408"	"Th1 cells"	"TNFRSF1A"	"Charoentong_2017"
"3409"	"Th1 cells"	"IRF1"	"Charoentong_2017"
"3410"	"Th1 cells"	"HTR2B"	"Charoentong_2017"
"3411"	"Th1 cells"	"CALD1"	"Charoentong_2017"
"3412"	"Th1 cells"	"MOCOS"	"Charoentong_2017"
"3413"	"Th1 cells"	"TRAF3IP2"	"Charoentong_2017"
"3414"	"Th1 cells"	"TLR8"	"Charoentong_2017"
"3415"	"Th1 cells"	"TRAF1"	"Charoentong_2017"
"3416"	"Th1 cells"	"DUSP14"	"Charoentong_2017"
"3417"	"Th2 cells"	"ASB2"	"Charoentong_2017"
"3418"	"Th2 cells"	"CSRP2"	"Charoentong_2017"
"3419"	"Th2 cells"	"DAPK1"	"Charoentong_2017"
"3420"	"Th2 cells"	"DLC1"	"Charoentong_2017"
"3421"	"Th2 cells"	"DNAJC12"	"Charoentong_2017"
"3422"	"Th2 cells"	"DUSP6"	"Charoentong_2017"
"3423"	"Th2 cells"	"GNAI1"	"Charoentong_2017"
"3424"	"Th2 cells"	"LAMP3"	"Charoentong_2017"
"3425"	"Th2 cells"	"NRP2"	"Charoentong_2017"
"3426"	"Th2 cells"	"OSBPL1A"	"Charoentong_2017"
"3427"	"Th2 cells"	"PDE4B"	"Charoentong_2017"
"3428"	"Th2 cells"	"PHLDA1"	"Charoentong_2017"
"3429"	"Th2 cells"	"PLA2G4A"	"Charoentong_2017"
"3430"	"Th2 cells"	"RAB27B"	"Charoentong_2017"
"3431"	"Th2 cells"	"RBMS3"	"Charoentong_2017"
"3432"	"Th2 cells"	"RNF125"	"Charoentong_2017"
"3433"	"Th2 cells"	"TMPRSS3"	"Charoentong_2017"
"3434"	"Th2 cells"	"GATA3"	"Charoentong_2017"
"3435"	"Tregs"	"CCL3L1"	"Charoentong_2017"
"3436"	"Tregs"	"CD72"	"Charoentong_2017"
"3437"	"Tregs"	"CLEC5A"	"Charoentong_2017"
"3438"	"Tregs"	"FOXP3"	"Charoentong_2017"
"3439"	"Tregs"	"ITGA4"	"Charoentong_2017"
"3440"	"Tregs"	"L1CAM"	"Charoentong_2017"
"3441"	"Tregs"	"LIPA"	"Charoentong_2017"
"3442"	"Tregs"	"LRP1"	"Charoentong_2017"
"3443"	"Tregs"	"LRRC42"	"Charoentong_2017"
"3444"	"Tregs"	"MARCO"	"Charoentong_2017"
"3445"	"Tregs"	"MMP12"	"Charoentong_2017"
"3446"	"Tregs"	"MNDA"	"Charoentong_2017"
"3447"	"Tregs"	"MRC1"	"Charoentong_2017"
"3448"	"Tregs"	"MS4A6A"	"Charoentong_2017"
"3449"	"Tregs"	"PELO"	"Charoentong_2017"
"3450"	"Tregs"	"PLEK"	"Charoentong_2017"
"3451"	"Tregs"	"PRSS23"	"Charoentong_2017"
"3452"	"Tregs"	"PTGIR"	"Charoentong_2017"
"3453"	"Tregs"	"ST8SIA4"	"Charoentong_2017"
"3454"	"Tregs"	"STAB1"	"Charoentong_2017"
"3455"	"aDC"	"ABCD1"	"Charoentong_2017"
"3456"	"aDC"	"C1QC"	"Charoentong_2017"
"3457"	"aDC"	"CAPG"	"Charoentong_2017"
"3458"	"aDC"	"CCL3L3"	"Charoentong_2017"
"3459"	"aDC"	"CD207"	"Charoentong_2017"
"3460"	"aDC"	"CD302"	"Charoentong_2017"
"3461"	"aDC"	"ATP5B"	"Charoentong_2017"
"3462"	"aDC"	"ATP5L"	"Charoentong_2017"
"3463"	"aDC"	"ATP6V1A"	"Charoentong_2017"
"3464"	"aDC"	"BCL2L1"	"Charoentong_2017"
"3465"	"aDC"	"C1QB"	"Charoentong_2017"
"3466"	"aDC"	"SNURF"	"Charoentong_2017"
"3467"	"aDC"	"SPCS3"	"Charoentong_2017"
"3468"	"aDC"	"CCNA1"	"Charoentong_2017"
"3469"	"aDC"	"CEACAM8"	"Charoentong_2017"
"3470"	"aDC"	"NOS2"	"Charoentong_2017"
"3471"	"aDC"	"SRA1"	"Charoentong_2017"
"3472"	"aDC"	"TNFRSF6B"	"Charoentong_2017"
"3473"	"aDC"	"TREM1"	"Charoentong_2017"
"3474"	"aDC"	"TREML1"	"Charoentong_2017"
"3475"	"aDC"	"RHOA"	"Charoentong_2017"
"3476"	"aDC"	"SLC25A37"	"Charoentong_2017"
"3477"	"aDC"	"TNFSF14"	"Charoentong_2017"
"3478"	"aDC"	"TREML4"	"Charoentong_2017"
"3479"	"aDC"	"VNN2"	"Charoentong_2017"
"3480"	"aDC"	"XPO6"	"Charoentong_2017"
"3481"	"aDC"	"CLEC4C"	"Charoentong_2017"
"3482"	"aDC"	"TNFAIP2"	"Charoentong_2017"
"3483"	"aDC"	"UBD"	"Charoentong_2017"
"3484"	"aDC"	"ACTR3"	"Charoentong_2017"
"3485"	"aDC"	"RAB1A"	"Charoentong_2017"
"3486"	"aDC"	"SLA"	"Charoentong_2017"
"3487"	"aDC"	"HLA-DQA2"	"Charoentong_2017"
"3488"	"aDC"	"SIGLEC5"	"Charoentong_2017"
"3489"	"aDC"	"SLAMF9"	"Charoentong_2017"
"3490"	"iDC"	"ACADM"	"Charoentong_2017"
"3491"	"iDC"	"AHCYL1"	"Charoentong_2017"
"3492"	"iDC"	"ALDH1A2"	"Charoentong_2017"
"3493"	"iDC"	"ALDH3A2"	"Charoentong_2017"
"3494"	"iDC"	"ALDH9A1"	"Charoentong_2017"
"3495"	"iDC"	"ALOX15"	"Charoentong_2017"
"3496"	"iDC"	"AMT"	"Charoentong_2017"
"3497"	"iDC"	"ARL1"	"Charoentong_2017"
"3498"	"iDC"	"ATIC"	"Charoentong_2017"
"3499"	"iDC"	"ATP5A1"	"Charoentong_2017"
"3500"	"iDC"	"CAPZA1"	"Charoentong_2017"
"3501"	"iDC"	"LILRA5"	"Charoentong_2017"
"3502"	"iDC"	"RDX"	"Charoentong_2017"
"3503"	"iDC"	"RRAGD"	"Charoentong_2017"
"3504"	"iDC"	"TACSTD2"	"Charoentong_2017"
"3505"	"iDC"	"INPP5F"	"Charoentong_2017"
"3506"	"iDC"	"RAB38"	"Charoentong_2017"
"3507"	"iDC"	"PLAU"	"Charoentong_2017"
"3508"	"iDC"	"CSF3R"	"Charoentong_2017"
"3509"	"iDC"	"SLC18A2"	"Charoentong_2017"
"3510"	"iDC"	"AMPD2"	"Charoentong_2017"
"3511"	"iDC"	"CLTB"	"Charoentong_2017"
"3512"	"iDC"	"C1orf162"	"Charoentong_2017"
"3513"	"pDC"	"CBX6"	"Charoentong_2017"
"3514"	"pDC"	"DAB2"	"Charoentong_2017"
"3515"	"pDC"	"DDX17"	"Charoentong_2017"
"3516"	"pDC"	"HIGD1A"	"Charoentong_2017"
"3517"	"pDC"	"IDH3A"	"Charoentong_2017"
"3518"	"pDC"	"IL3RA"	"Charoentong_2017"
"3519"	"pDC"	"MAGED1"	"Charoentong_2017"
"3520"	"pDC"	"NUCB2"	"Charoentong_2017"
"3521"	"pDC"	"OFD1"	"Charoentong_2017"
"3522"	"pDC"	"OGT"	"Charoentong_2017"
"3523"	"pDC"	"PDIA4"	"Charoentong_2017"
"3524"	"pDC"	"SERTAD2"	"Charoentong_2017"
"3525"	"pDC"	"SIRPA"	"Charoentong_2017"
"3526"	"pDC"	"TMED2"	"Charoentong_2017"
"3527"	"pDC"	"ENG"	"Charoentong_2017"
